0x00c00000	       0	320	16270208
0x00c00000	     100	357	16270245
0x00c00000	     102	373	16270261
0x00c00000	      10	416	16270304
0x00c00000	     104	405	16270293
0x00c00000	     106	421	16270309
0x00c00000	     108	437	16270325
0x00c00000	     110	453	16270341
0x00c00000	     112	333	16270221
0x00c00000	     114	349	16270237
0x00c00000	     116	365	16270253
0x00c00000	     118	381	16270269
0x00c00000	     120	413	16270301
0x00c00000	     122	429	16270317
0x00c00000	      12	432	16270320
0x00c00000	     124	445	16270333
0x00c00000	     126	461	16270349
0x00c00000	     128	322	16270210
0x00c00000	     130	338	16270226
0x00c00000	     132	354	16270242
0x00c00000	     134	370	16270258
0x00c00000	     136	402	16270290
0x00c00000	     138	418	16270306
0x00c00000	     140	434	16270322
0x00c00000	     142	450	16270338
0x00c00000	     144	330	16270218
0x00c00000	      14	448	16270336
0x00c00000	     146	346	16270234
0x00c00000	     148	362	16270250
0x00c00000	     150	378	16270266
0x00c00000	     152	410	16270298
0x00c00000	     154	426	16270314
0x00c00000	     156	442	16270330
0x00c00000	     158	458	16270346
0x00c00000	     160	326	16270214
0x00c00000	     162	342	16270230
0x00c00000	      16	328	16270216
0x00c00000	     164	358	16270246
0x00c00000	     166	374	16270262
0x00c00000	     168	406	16270294
0x00c00000	     170	422	16270310
0x00c00000	     172	438	16270326
0x00c00000	     174	454	16270342
0x00c00000	     176	334	16270222
0x00c00000	     178	350	16270238
0x00c00000	     180	366	16270254
0x00c00000	     182	382	16270270
0x00c00000	      18	344	16270232
0x00c00000	     184	414	16270302
0x00c00000	     186	430	16270318
0x00c00000	     188	446	16270334
0x00c00000	     190	462	16270350
0x00c00000	     192	323	16270211
0x00c00000	     194	339	16270227
0x00c00000	     196	355	16270243
0x00c00000	     198	371	16270259
0x00c00000	     200	403	16270291
0x00c00000	     202	419	16270307
0x00c00000	      20	360	16270248
0x00c00000	     204	435	16270323
0x00c00000	     206	451	16270339
0x00c00000	     208	331	16270219
0x00c00000	     210	347	16270235
0x00c00000	     212	363	16270251
0x00c00000	     214	379	16270267
0x00c00000	     216	411	16270299
0x00c00000	     218	427	16270315
0x00c00000	     220	443	16270331
0x00c00000	     222	459	16270347
0x00c00000	      22	376	16270264
0x00c00000	     224	327	16270215
0x00c00000	     226	343	16270231
0x00c00000	     228	359	16270247
0x00c00000	     230	375	16270263
0x00c00000	     232	407	16270295
0x00c00000	       2	336	16270224
0x00c00000	     234	423	16270311
0x00c00000	     236	439	16270327
0x00c00000	     238	455	16270343
0x00c00000	     240	335	16270223
0x00c00000	     242	351	16270239
0x00c00000	      24	408	16270296
0x00c00000	     244	367	16270255
0x00c00000	     246	383	16270271
0x00c00000	     248	415	16270303
0x00c00000	     250	431	16270319
0x00c00000	     252	447	16270335
0x00c00000	     254	463	16270351
0x00c00000	      26	424	16270312
0x00c00000	      28	440	16270328
0x00c00000	      30	456	16270344
0x00c00000	      32	324	16270212
0x00c00000	      34	340	16270228
0x00c00000	      36	356	16270244
0x00c00000	      38	372	16270260
0x00c00000	      40	404	16270292
0x00c00000	      42	420	16270308
0x00c00000	       4	352	16270240
0x00c00000	      44	436	16270324
0x00c00000	      46	452	16270340
0x00c00000	      48	332	16270220
0x00c00000	      50	348	16270236
0x00c00000	      52	364	16270252
0x00c00000	      54	380	16270268
0x00c00000	      56	412	16270300
0x00c00000	      58	428	16270316
0x00c00000	      60	444	16270332
0x00c00000	      62	460	16270348
0x00c00000	       6	368	16270256
0x00c00000	      64	321	16270209
0x00c00000	      66	337	16270225
0x00c00000	      68	353	16270241
0x00c00000	      70	369	16270257
0x00c00000	      72	401	16270289
0x00c00000	      74	417	16270305
0x00c00000	      76	433	16270321
0x00c00000	      78	449	16270337
0x00c00000	      80	329	16270217
0x00c00000	      82	345	16270233
0x00c00000	       8	400	16270288
0x00c00000	      84	361	16270249
0x00c00000	      86	377	16270265
0x00c00000	      88	409	16270297
0x00c00000	      90	425	16270313
0x00c00000	      92	441	16270329
0x00c00000	      94	457	16270345
0x00c00000	      96	325	16270213
0x00c00000	      98	341	16270229
0x00c00001	     256	320	16273440
0x00c00001	     258	336	16273456
0x00c00001	     260	352	16273472
0x00c00001	     262	368	16273488
0x00c00001	     264	400	16273520
0x00c00001	     266	416	16273536
0x00c00001	     268	432	16273552
0x00c00001	     270	448	16273568
